title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Find the Index of the Large Integer,find-the-index-of-the-large-integer,Medium,56.43938105764326,True,,array;binary-search;interactive,https://leetcode.com/problems/find-the-index-of-the-large-integer/
Count Good Triplets,count-good-triplets,Easy,85.48803575108181,False,,array;enumeration,https://leetcode.com/problems/count-good-triplets/
Find the Winner of an Array Game,find-the-winner-of-an-array-game,Medium,56.74347057052537,False,,array;simulation,https://leetcode.com/problems/find-the-winner-of-an-array-game/
Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,48.076761686295356,False,,array;greedy;matrix,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/
Get the Maximum Score,get-the-maximum-score,Hard,40.012070006035,False,,array;two-pointers;dynamic-programming;greedy,https://leetcode.com/problems/get-the-maximum-score/
Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,Medium,69.51219512195121,True,,array;math;interactive,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/
Kth Missing Positive Number,kth-missing-positive-number,Easy,62.32853637135711,False,,array;binary-search,https://leetcode.com/problems/kth-missing-positive-number/
Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,35.94707256994884,False,,hash-table;string,https://leetcode.com/problems/can-convert-string-in-k-moves/
Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,Medium,53.19227887893915,False,,string;stack;greedy,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/
Find Longest Awesome Substring,find-longest-awesome-substring,Hard,45.28426395939086,False,,hash-table;string;bit-manipulation,https://leetcode.com/problems/find-longest-awesome-substring/
Fix Product Name Format,fix-product-name-format,Easy,58.954020597108084,True,,database,https://leetcode.com/problems/fix-product-name-format/
Make The String Great,make-the-string-great,Easy,68.27445551039852,False,,string;stack,https://leetcode.com/problems/make-the-string-great/
Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,70.17689139388685,False,,string;recursion;simulation,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,48.07013380010087,False,,array;hash-table;greedy;prefix-sum,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/
Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,62.055178208808904,False,,array;dynamic-programming;sorting,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,Hard,59.290020093770934,True,,dynamic-programming;graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph/
The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,Medium,64.8617927251732,True,,database,https://leetcode.com/problems/the-most-recent-orders-for-each-product/
Three Consecutive Odds,three-consecutive-odds,Easy,69.6591055592121,False,,array,https://leetcode.com/problems/three-consecutive-odds/
Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Medium,82.29302926965741,False,,math,https://leetcode.com/problems/minimum-operations-to-make-array-equal/
Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,71.37239480928038,False,,array;binary-search;sorting,https://leetcode.com/problems/magnetic-force-between-two-balls/
Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,35.6920799407846,False,,dynamic-programming;memoization,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/
Strings Differ by One Character,strings-differ-by-one-character,Medium,40.98299845440494,True,,hash-table;string;rolling-hash;hash-function,https://leetcode.com/problems/strings-differ-by-one-character/
Bank Account Summary,bank-account-summary,Medium,52.00646444554948,True,,database,https://leetcode.com/problems/bank-account-summary/
Thousand Separator,thousand-separator,Easy,53.539146762150125,False,,string,https://leetcode.com/problems/thousand-separator/
Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,81.17288385731207,False,,graph,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/
Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,62.56926821689368,False,,array;greedy;bit-manipulation,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/
Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,50.37292984460482,False,,array;depth-first-search;breadth-first-search;union-find;matrix,https://leetcode.com/problems/detect-cycles-in-2d-grid/
Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,Easy,59.13478669301286,False,,array;simulation,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/
Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,Medium,84.47884104273105,False,,array;math;greedy;sorting;game-theory,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/
Find Latest Group of Size M,find-latest-group-of-size-m,Medium,43.129271791410005,False,,array;hash-table;binary-search;simulation,https://leetcode.com/problems/find-latest-group-of-size-m/
Stone Game V,stone-game-v,Hard,41.20476488157255,False,,array;math;dynamic-programming;game-theory,https://leetcode.com/problems/stone-game-v/
Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,Medium,67.15544809297246,True,,array;greedy;sorting,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/
Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,Easy,82.31260504201681,True,,database,https://leetcode.com/problems/unique-orders-and-customers-per-month/
Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,Easy,43.5078788390858,False,,array;enumeration,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/
Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,Medium,44.40292981394581,False,,array;dynamic-programming;greedy,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/
Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,Hard,59.041405145252924,False,,array;depth-first-search;breadth-first-search;matrix;strongly-connected-component,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,Hard,53.63670539374519,False,,array;math;divide-and-conquer;dynamic-programming;tree;union-find;binary-search-tree;memoization;combinatorics;binary-tree,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/
Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,Medium,89.9254311769624,True,,array;hash-table;two-pointers;design,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/
Warehouse Manager,warehouse-manager,Easy,87.51929635612996,True,,database,https://leetcode.com/problems/warehouse-manager/
Matrix Diagonal Sum,matrix-diagonal-sum,Easy,83.72837378433915,False,,array;matrix,https://leetcode.com/problems/matrix-diagonal-sum/
Number of Ways to Split a String,number-of-ways-to-split-a-string,Medium,33.85926383224201,False,,math;string,https://leetcode.com/problems/number-of-ways-to-split-a-string/
Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,Medium,51.420753615282,False,,array;two-pointers;binary-search;stack;monotonic-stack,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
Count All Possible Routes,count-all-possible-routes,Hard,64.9415137852943,False,,array;dynamic-programming;memoization,https://leetcode.com/problems/count-all-possible-routes/
Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,Easy,45.19753821719277,False,,string,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/
Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,42.10241835649399,False,,array;hash-table;math;two-pointers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/
Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,Medium,63.420188126841296,False,,array;string;dynamic-programming;greedy,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,70.40193887829346,False,,union-find;graph,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/
Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,Medium,65.51034975017845,True,,array;greedy;sorting,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/
Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,Easy,67.40686970262006,False,,database,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/
Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,Easy,68.70381292717622,False,,array;matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix/
Count Unhappy Friends,count-unhappy-friends,Medium,62.07183335589811,False,,array;simulation,https://leetcode.com/problems/count-unhappy-friends/
Min Cost to Connect All Points,min-cost-to-connect-all-points,Medium,69.07245998343711,False,,array;union-find;graph;minimum-spanning-tree,https://leetcode.com/problems/min-cost-to-connect-all-points/
Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,Hard,48.548249359521776,False,,string;greedy;sorting,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/
Binary Search Tree Iterator II,binary-search-tree-iterator-ii,Medium,63.26767091541136,True,,stack;tree;design;binary-search-tree;binary-tree;iterator,https://leetcode.com/problems/binary-search-tree-iterator-ii/
Bank Account Summary II,bank-account-summary-ii,Easy,83.34812677983653,False,,database,https://leetcode.com/problems/bank-account-summary-ii/
Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,Easy,83.53804149981798,False,,array;math;prefix-sum,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/
Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,Medium,39.39880390305319,False,,array;greedy;sorting;prefix-sum,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/
Make Sum Divisible by P,make-sum-divisible-by-p,Medium,39.46576425779012,False,,array;hash-table;prefix-sum,https://leetcode.com/problems/make-sum-divisible-by-p/
Strange Printer II,strange-printer-ii,Hard,59.994895137618585,False,,array;graph;topological-sort;matrix,https://leetcode.com/problems/strange-printer-ii/
Rearrange Spaces Between Words,rearrange-spaces-between-words,Easy,43.95689092957227,False,,string,https://leetcode.com/problems/rearrange-spaces-between-words/
Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,Medium,68.3811682133517,False,,hash-table;string;backtracking,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/
Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,Medium,34.76446542410823,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/
Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,Hard,48.40215439856374,False,,array;dynamic-programming;bit-manipulation;matrix;bitmask,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/
The Most Frequently Ordered Products for Each Customer,the-most-frequently-ordered-products-for-each-customer,Medium,77.88239242299949,True,,database,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/
Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,Hard,62.46049859550562,True,,string;stack;tree;binary-tree,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/
Crawler Log Folder,crawler-log-folder,Easy,71.6115899437251,False,,array;string;stack,https://leetcode.com/problems/crawler-log-folder/
Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,Medium,43.955840059374715,False,,array;simulation,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/
Throne Inheritance,throne-inheritance,Medium,65.15494005550946,False,,hash-table;tree;depth-first-search;design,https://leetcode.com/problems/throne-inheritance/
Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,Hard,64.45200744482851,False,,array;backtracking;bit-manipulation;enumeration,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/
Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,Medium,75.06698284623202,True,,tree;breadth-first-search;binary-tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/
Design Parking System,design-parking-system,Easy,87.0778539235661,False,,design;simulation;counting,https://leetcode.com/problems/design-parking-system/
Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,45.88583509513742,False,,array;hash-table;string;sorting,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/
Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,Medium,82.83141007599212,False,,array;greedy;matrix,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/
Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,Hard,44.098640130040046,False,,array;greedy;heap-priority-queue;ordered-set,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/
Sellers With No Sales,sellers-with-no-sales,Easy,54.458076111588646,True,,database,https://leetcode.com/problems/sellers-with-no-sales/
Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,Easy,66.6453140653936,False,,array;binary-search;sorting,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/
Even Odd Tree,even-odd-tree,Medium,66.59355226154207,False,,tree;breadth-first-search;binary-tree,https://leetcode.com/problems/even-odd-tree/
Maximum Number of Visible Points,maximum-number-of-visible-points,Hard,37.69119355711534,False,,array;math;geometry;sliding-window;sorting,https://leetcode.com/problems/maximum-number-of-visible-points/
Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,Hard,73.25116704699464,False,,dynamic-programming;bit-manipulation;memoization,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/
Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent,Medium,71.28160418482999,True,,hash-table;tree;depth-first-search;binary-tree;counting,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/
Find the Missing IDs,find-the-missing-ids,Medium,73.11925985953539,True,,database,https://leetcode.com/problems/find-the-missing-ids/
Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,Easy,84.35189255417652,False,,string;stack,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/
Maximal Network Rank,maximal-network-rank,Medium,65.49522885732998,False,,graph,https://leetcode.com/problems/maximal-network-rank/
Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,Medium,31.56553935167694,False,,two-pointers;string,https://leetcode.com/problems/split-two-strings-to-make-palindrome/
Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,Hard,66.663301362948,False,,dynamic-programming;bit-manipulation;tree;enumeration;bitmask,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/
Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen,Medium,61.40395552160258,True,,array;string;binary-search;interactive,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/
Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,Easy,70.47009635984409,False,,array;sorting,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,Medium,38.44074074074074,False,,array;enumeration,https://leetcode.com/problems/coordinate-with-maximum-network-quality/
Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,Medium,44.690065526850944,False,,math;dynamic-programming;combinatorics,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/
Fancy Sequence,fancy-sequence,Hard,17.405428727332716,False,,math;design;segment-tree,https://leetcode.com/problems/fancy-sequence/
All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,Easy,80.99121936882325,True,,database,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/
Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,Easy,68.2301033498789,False,,hash-table;string,https://leetcode.com/problems/largest-substring-between-two-equal-characters/
Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,Medium,65.28997934969024,False,,string;depth-first-search;breadth-first-search;enumeration,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/
Best Team With No Conflicts,best-team-with-no-conflicts,Medium,50.425182181798256,False,,array;dynamic-programming;sorting,https://leetcode.com/problems/best-team-with-no-conflicts/
Graph Connectivity With Threshold,graph-connectivity-with-threshold,Hard,48.15215888668725,False,,array;math;union-find;number-theory,https://leetcode.com/problems/graph-connectivity-with-threshold/
Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,Medium,82.36668300983474,True,,array;math;stack;tree;design;binary-tree,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/
Slowest Key,slowest-key,Easy,59.27512780952483,False,,array;string,https://leetcode.com/problems/slowest-key/
Arithmetic Subarrays,arithmetic-subarrays,Medium,83.71217238584167,False,,array;hash-table;sorting,https://leetcode.com/problems/arithmetic-subarrays/
Path With Minimum Effort,path-with-minimum-effort,Medium,61.48381489586089,False,,array;binary-search;depth-first-search;breadth-first-search;union-find;heap-priority-queue;matrix,https://leetcode.com/problems/path-with-minimum-effort/
Rank Transform of a Matrix,rank-transform-of-a-matrix,Hard,41.4463388518244,False,,array;union-find;graph;topological-sort;sorting;matrix,https://leetcode.com/problems/rank-transform-of-a-matrix/
Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,Easy,58.95168005761483,False,,database,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,Medium,60.72755121577637,True,,linked-list;math;two-pointers,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/
Hopper Company Queries I,hopper-company-queries-i,Hard,48.396459840121814,True,,database,https://leetcode.com/problems/hopper-company-queries-i/
Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,Easy,80.28394666776744,False,,array;hash-table;sorting,https://leetcode.com/problems/sort-array-by-increasing-frequency/
Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,Easy,87.07835655828356,False,,array;sorting,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/
Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,Medium,71.75119184612856,False,,hash-table;string;dynamic-programming;enumeration,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/
Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,57.044176919813324,False,,array;string;dynamic-programming,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
Check Array Formation Through Concatenation,check-array-formation-through-concatenation,Easy,56.98286156924765,False,,array;hash-table,https://leetcode.com/problems/check-array-formation-through-concatenation/
Count Sorted Vowel Strings,count-sorted-vowel-strings,Medium,78.88664597512228,False,,math;dynamic-programming;combinatorics,https://leetcode.com/problems/count-sorted-vowel-strings/
Furthest Building You Can Reach,furthest-building-you-can-reach,Medium,50.38023983595396,False,,array;greedy;heap-priority-queue,https://leetcode.com/problems/furthest-building-you-can-reach/
Kth Smallest Instructions,kth-smallest-instructions,Hard,43.77366483967485,False,,array;math;dynamic-programming;combinatorics,https://leetcode.com/problems/kth-smallest-instructions/
Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,Medium,68.80716510139526,True,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/
Hopper Company Queries II,hopper-company-queries-ii,Hard,39.71437253114555,True,,database,https://leetcode.com/problems/hopper-company-queries-ii/
Get Maximum in Generated Array,get-maximum-in-generated-array,Easy,51.01224054425544,False,,array;simulation,https://leetcode.com/problems/get-maximum-in-generated-array/
Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,Medium,61.318055829478965,False,,hash-table;string;greedy;sorting,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/
Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,Medium,29.96251901881471,False,,array;math;binary-search;greedy;sorting;heap-priority-queue,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/
Create Sorted Array through Instructions,create-sorted-array-through-instructions,Hard,40.11943166998421,False,,array;binary-search;divide-and-conquer;binary-indexed-tree;segment-tree;merge-sort;ordered-set,https://leetcode.com/problems/create-sorted-array-through-instructions/
Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii,Medium,82.49122414756847,True,,hash-table;two-pointers;tree;binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/
Hopper Company Queries III,hopper-company-queries-iii,Hard,65.62910643889619,True,,database,https://leetcode.com/problems/hopper-company-queries-iii/
Defuse the Bomb,defuse-the-bomb,Easy,79.2608162550359,False,,array;sliding-window,https://leetcode.com/problems/defuse-the-bomb/
Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,Medium,65.58576690844188,False,,string;dynamic-programming;stack,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
Minimum Jumps to Reach Home,minimum-jumps-to-reach-home,Medium,30.133137452942798,False,,array;dynamic-programming;breadth-first-search,https://leetcode.com/problems/minimum-jumps-to-reach-home/
Distribute Repeating Integers,distribute-repeating-integers,Hard,39.74766751484309,False,,array;dynamic-programming;backtracking;bit-manipulation;bitmask,https://leetcode.com/problems/distribute-repeating-integers/
Design an Ordered Stream,design-an-ordered-stream,Easy,82.17657681429502,False,,array;hash-table;design;data-stream,https://leetcode.com/problems/design-an-ordered-stream/
Determine if Two Strings Are Close,determine-if-two-strings-are-close,Medium,54.14243735096754,False,,hash-table;string;sorting;counting,https://leetcode.com/problems/determine-if-two-strings-are-close/
Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,Medium,40.07408243080626,False,,array;hash-table;binary-search;sliding-window;prefix-sum,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
Maximize Grid Happiness,maximize-grid-happiness,Hard,39.7537326750342,False,,dynamic-programming;bit-manipulation;memoization;bitmask,https://leetcode.com/problems/maximize-grid-happiness/
Correct a Binary Tree,correct-a-binary-tree,Medium,74.28201105123132,True,,hash-table;tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/correct-a-binary-tree/
Average Time of Process per Machine,average-time-of-process-per-machine,Easy,68.52575144310629,False,,database,https://leetcode.com/problems/average-time-of-process-per-machine/
Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,Easy,85.75741872551859,False,,array;string,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/
Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,Medium,67.09441063420884,False,,string;greedy,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/
Ways to Make a Fair Array,ways-to-make-a-fair-array,Medium,64.55460774716822,False,,array;prefix-sum,https://leetcode.com/problems/ways-to-make-a-fair-array/
Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,Hard,59.39474752159546,False,,array;greedy;sorting,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/
Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,Medium,74.75181110812986,True,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree/
Fix Names in a Table,fix-names-in-a-table,Easy,60.89104891177476,False,,database,https://leetcode.com/problems/fix-names-in-a-table/
Maximum Repeating Substring,maximum-repeating-substring,Easy,39.64537185557069,False,,string;dynamic-programming;string-matching,https://leetcode.com/problems/maximum-repeating-substring/
Merge In Between Linked Lists,merge-in-between-linked-lists,Medium,82.32019024495702,False,,linked-list,https://leetcode.com/problems/merge-in-between-linked-lists/
Design Front Middle Back Queue,design-front-middle-back-queue,Medium,56.28424684265576,False,,array;linked-list;design;queue;data-stream,https://leetcode.com/problems/design-front-middle-back-queue/
Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,54.91908663494338,False,,array;binary-search;dynamic-programming;greedy,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/
Richest Customer Wealth,richest-customer-wealth,Easy,88.56703792518019,False,,array;matrix,https://leetcode.com/problems/richest-customer-wealth/
Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,51.88337695705639,False,,array;stack;greedy;monotonic-stack,https://leetcode.com/problems/find-the-most-competitive-subsequence/
Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,Medium,42.20422331501302,False,,array;hash-table;prefix-sum,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/
Minimize Deviation in Array,minimize-deviation-in-array,Hard,53.90995976131268,False,,array;greedy;heap-priority-queue;ordered-set,https://leetcode.com/problems/minimize-deviation-in-array/
Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,Medium,79.12472345132744,True,,hash-table;tree;depth-first-search;binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/
Product's Worth Over Invoices,products-worth-over-invoices,Easy,38.49067949488876,True,,database,https://leetcode.com/problems/products-worth-over-invoices/
Goal Parser Interpretation,goal-parser-interpretation,Easy,87.7181264089505,False,,string,https://leetcode.com/problems/goal-parser-interpretation/
Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,Medium,56.284102929613475,False,,array;hash-table;two-pointers;sorting,https://leetcode.com/problems/max-number-of-k-sum-pairs/
Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,Medium,56.71610220707327,False,,math;bit-manipulation;simulation,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/
Minimum Incompatibility,minimum-incompatibility,Hard,39.795959352532435,False,,array;dynamic-programming;bit-manipulation;bitmask,https://leetcode.com/problems/minimum-incompatibility/
Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,Medium,50.224066390041486,True,,string;dynamic-programming,https://leetcode.com/problems/longest-palindromic-subsequence-ii/
Invalid Tweets,invalid-tweets,Easy,85.49645990851317,False,,database,https://leetcode.com/problems/invalid-tweets/
Count the Number of Consistent Strings,count-the-number-of-consistent-strings,Easy,88.27498574068079,False,,array;hash-table;string;bit-manipulation;counting,https://leetcode.com/problems/count-the-number-of-consistent-strings/
Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,Medium,68.11460001004089,False,,array;math;prefix-sum,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/
Stone Game VI,stone-game-vi,Medium,59.150573681476935,False,,array;math;greedy;sorting;heap-priority-queue;game-theory,https://leetcode.com/problems/stone-game-vi/
Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,Hard,39.41249074302641,False,,array;dynamic-programming;segment-tree;queue;heap-priority-queue;prefix-sum;monotonic-queue,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/
Count of Matches in Tournament,count-of-matches-in-tournament,Easy,86.03023032192897,False,,math;simulation,https://leetcode.com/problems/count-of-matches-in-tournament/
Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,Medium,88.63048060785006,False,,string;greedy,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/
Stone Game VII,stone-game-vii,Medium,58.33526614867216,False,,array;math;dynamic-programming;game-theory,https://leetcode.com/problems/stone-game-vii/
